Kindergarten Activity Sheets (Waray),,,0,,,0,0,0,In Good Condition,Instructional Materials,Supplied by DepEd,Kindergarten
Let's Learn About Ecosystem (Chapter 1 to 6) Blue and Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Loro Gets Stuck (Chapter 1 to 4) Blue and Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Maligayang Pagdating Sa Baguio (Red),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Mga Bayani sa Komunidad (Blued),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Mga Bayani sa Komunidad (Red),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Misteryo sa Villa Soledad (Red),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Mr. Particular,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Mrs. Post's Science Class,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Neighbors (Chapter 1 to 4) Blue and Red ,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
"PARA, the Brave and Beautiful (Chapter 1 to 4) Blue and Red",,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Problem at the Restaurant,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Sa Kalye Sarado (Blue),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Sa Kalye Sarado (Red),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
"Si Chico, Si Hasmin (Red and Blue)",,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Si Maria Makiling (Red and Blue),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Sina Nina at Nonoy (Blue),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Sina Nina at Nonoy (Red),,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
"Sino si Bong, Buboy at ang mga Katutubo ng PangkT (Blue)",,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
"Sino si Bong, Buboy at ang mga Katutubo ng PangkT (Red)",,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
The Biggest Storm (Chapter 1 to 4) Blue and Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
the Five Sisters (Chapter 1 to 4) Blue and Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
The Magic Show (Chapter 1 to 4) Blue and  Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
The Scavenger Hunt (Chapter 1 to 4) Blue and Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Town of Makinang,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Wonders in the Sky (Chapter 1 to 6) Blue and Red,,,0,,,0,0,0,In Good Condition,Reading Materials,Supplied by DepEd,
Straight Scissors (Stainless) Medium Size,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Bandage Scissors (Stainless) Medium Size,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Stethoscope (Ordinary),,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
BPApparatus (Digital),,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Pulse Oximeter,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Digital Thermal Scanner Gun,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Glucometer,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Pick Up Forceps (Curved) Medium Size,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Pick Up Forceps (Straight) Medium Size,,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Medicine Cabinet (Steel),,pc,0,1,1,0,0,0,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Autoclave Steam Sterilizer,,pcs,48000,1,1,0,0,"48,000.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
dental Surgical Instruments,,set,5200,1,1,0,0,"5,200.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Glass Ionomer Restorative Cement Kit,,boxes,2100,5,5,0,0,"10,500.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Sealant,,boxes,1898,5,5,0,0,"9,490.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Dental Needle Short,,pcs,400,100,100,0,0,"40,000.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Dental Needle Long,,pcs,400,100,100,0,0,"40,000.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Mouth Mirror with Handle #5,,pcs,100,50,50,0,0,"5,000.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Wilken's Explorer 17/23,,pcs,150,50,50,0,0,"7,500.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Spoon Excavators,,pcs,150,50,50,0,0,"7,500.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Cotton Pliers,,pcs,150,150,150,0,0,"22,500.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
"Restorative Burs Set (Round, Inverted, F&G Burs)",,pcs,100,50,50,0,0,"5,000.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Dental Chair,,pc,0,1,1,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Big Size Dentist Stool VIC - 146,,pc,0,1,1,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Air Compressor,,pc,0,1,1,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Hand Piece,,sets,0,3,3,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
"Nebulizer, Portable",,pc,1635.9,1,1,0,0,"1,635.90",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
"Oxygen Tank with Regulator and Nasal Cannula, 15 Li capacity",,pc,4219.42,1,1,0,0,"4,219.42",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Wheelchair,,pc,4788,1,1,0,0,"4,788.00",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Stretcher,,pc,8758.05,1,1,0,0,"8,758.05",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Weighing scale w/ Height Measuring Stick (DETECTO),,pc,"11,820.38",1,1,0,0,"11,820.38",In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Armchair  (Wood and Steel),,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Armchair (All Wood),,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Armchair (Plastic and Steel_,,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Teacher's Chair,,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Teacher's Table,,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Wood and Steel Desk,,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
2 Seater Table and Chair (Wood and Steel),,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
Examining Light,,,0,,,0,0,0.00,In Good Condition,Dental/Medical Supplies,Supplied by DepEd,
"DCP Batch 26; Host PC: COBY DPC1835; Processor: 3.4 GHz 6 MB L3 cache 4 cores; Memory: 4 GB DDR3 1333/1600 MHz DIMM; Hard Disk: 500GB 7200 rpm (SATA); Optical Dirve: DVD-/+RW (SATA); Monitor: Touch Enabled; Size: minimum 18.5; LCD or LED; same brand as host PC;  compatible with windows Multipoint Server 2012 or higher; Video Card: 1 GB DDR3 VRAM; Keyboard: at least 104 keys, USB interface; Mouse: USB interface with mouse pad; Hard Disk Partitions:10% (pre-installed Recovery Partition, not active, Primary Hidden), 40% (Data Logical), 10% (Pre-installed Image in Standard DVD Size, ISO Format, Hidden) with ONE TOUCH RECOVERY KEY (either F1-F2 ); with recovery disc in DVD with DepEd Logo as Desktop background and in the Host PC BIOS",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"Thin Client: SHARE FL300 THIN CLIENT; Mode of Connection: LAN cable; Post: (1) VGA monitor port, at least three (3) USB portfor keyboard, mouse and external device port (PS/2 to USB adaptor is not acceptable), (1) RJ45 port 10/100), (1) Speaker port; Supported Operating system: Windows Multipoint  Server (WMS) with Proprietary virtualization software",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Monitor: COBY DPC1876; LED 18.5 widescreen with VGA cord,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Keyboard and Mouse: Coby Keyboard and Mouse,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"3-in-1 Inkjet Printer: CANON PIXMA MP237; Paper Size:  A4,Legal; Scanner Type: Flatbed; PC Interface: USB  2.0 or high-speed USB; Power Voltage: 220-240V 50/60Hz; OS Compatible: WMS 2012 or higher version, Windows 7/Windows 8 or higher with driver sofware CD; Include 1 set cartridges and 1 spare",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"Projector : PIXPRO iSHOW x1500; White/color Brightness Lumens: 2500 remote ontrol with laser pointer or deparate remote control and laser pointer, User's Manual, Carrying case, mounting Bracket.",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Projector screens; Pulldown Projector Screen and 25 meters VGA Cable; Tripod Projector screen and standard VGA cable,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"Laptop: Coby NBPC1438; Microprocessor: 2.1 GHz,3MB L3 Cache; LAN Support 10/100/1000 base T, Wi-Fi Ready Integrated 8022.11b/g/n; Memory: 4GB (1 x 4GB); Hard Disk: 500GB 5400rpm (SATA); Optical Drive : DVD-/+RW (SATA); Monitor: 14""WXGA (1366 x 768) with built-in 720p camera; Pointing Device: Touch Pad with 2 buttons; Pre-Load Operating System: Windows 8 or higher ""Shape the Future""SKU with Office Application, antivirus and other Instructional Material",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"Hard Disk partition: 10% (Pre-installed recovery Partition, not active, Primary Hidden), 40% (Data, Logical),10% (Pre-installed Image in Standard DVD size, ISO Format, Hidden) with ONE TOUCH RECOVERY KEY (Either F1-F12); with recovery Disc in DVD with Deped Logo as Desktop background and in the Host PC BIOS",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Multimedia: Laptop Bag with Sling,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Speaker:PIXPRO SOUND BLASTER,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
UPS: PIXPRO 1000VA,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
AVR: PIXPRO SVC-1500VA,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"Net Working Peripherals: UTP Cat 6: 24 A WG, 4-pairs rubber mouldings to cover UTP Cables from host PC to access terminals for floorings and plastic mouldings for wall and tables crimped on both ends, cable should be enough to cover all point to point connections in any e-classroom, classroom designs.",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"DCP Batch 29; Projector: PIXPRO iSHOW x1500 Advance; Type: LCD Lumens: 2500; Native resolution: XGA ; Contrast Ratio: 3000:1; I/O interfaces: VGA, Composite Video HDMI, USB (Display); Supplied with: all white 70"" x 70"" Tripod Projector ; Screen, Remote Control, USB Cable (Projector to Laptop), VGA Cable, power cable, laser pointer, User's Manual",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"Laptop: Coby NBPC1537; Display size: 14"" screen with built-in camera; Screen Resolution: 1366 x 768; Microprocessor: Intel corei5; Memory: 4GB DDR3; Hard Disk: 500 GB (SATA); LAN Support: One  (1) On Board 10/100/1000 MBPS; LAN Port; Wi-Fi ready; Keyboard: US Standard full Size; Pointing Device: Touch Pad with 2 buttons; OS: Pre-Loaded, Genuine Windows 10 Home (Single Language with Office application, anti-virus and other instructional materials); Hard Disk Partition: 10% (Pre-installed Recovery Partition, not active, Primary Hidden), 40% (System and Software Primary, Active) 40% (Data, Logical) 10% (Pre-Installed Image in Standard DVD Size, ISO Format, Hidden) with recovery disc in DVD with DepEd with DepEd logo as desktop Background and in the Host PC BIOS Laptop Bag with Sling.",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Speaker:PIXPRO SOUND BLASTER 818; Satellite Speaker Power: 5 watts RMs per channel (2 channels) ; Subwoofer: 11 watts RMS frequency; Response: min 40 Hz 20kHz supplied with AC adapter and Universal and Universal Plug adapter,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"DPC Batch 24 ; Host PC, brand new, HP Prodesk G2 Inter Core 15-4570 3.4 Ghz ; Desttop Virtualization/Access Terminals/Thin Client, using shared computing, branded, NCOMPUTING M300 3-in-1",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"LED MONITOR, 18.5"" Wide Screen, HP LV193",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"KEYBOARD AND MOUSE:branded, brand new HP",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"3-in-1 Inkjet Printer: branded,brand new,HP,Deskjet 1515",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"PROJECTOR: branded, Epson EB-SO3",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"LAPTOP, branded, HP 242 G2 Notebook PC",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"MULTIMEDIA SPEAKERS, 2.1, brand new, MICROLAB M290",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"UNINTERUPTABLE POWER SUPPLY (UPS), brand new",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Liebert PSA 1000V,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
NETWORKING PERIPHERALS (UTP 6 & RJ45) Generic,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"AUTOMATIC VOLTAGE REGULATOR (AVR), STAVOL",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
SVC-1000VA,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
DCP Batch 40; Laptop; Speaker; Interactive LCD Projector,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
DCP Batch 42; Coby Keyboard and Mouse; Coby DCP 1910 Monitor ; Coby LED TV 5518 with Bracket; Coby NBCP1638 Laptop with Slingbag; Coby SFP 1710 - Host Mini PC; Kstar 1200VA-UPS; Tenda AC29-Wireless Router,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
DCP Batch 28; Laptop; Projector LCD Screen; Speaker,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"DCP Batch 19; Host PC, HP CompaqPRO 6300 SFF, Intel cor i5 3570, 4.40 GHz, 6MB Smart Cache Memory 4GB DDR3,HDD, 500 GB. 7200 rpm SATA, Optical Drive: DVD/+RW SATA, 1GB DDR VGA NComputing M300; HP LV 1911 LED Backlit LCD Monitor 18.5 Wide Screen; HP USB Keyboard & HP Optical USB Mouse with Pad; HP L2206TM LED Backlite Touch Monitor; HP Deskjet K209G Ink Advantage 3-in-1 Printer ; Infocus IN114 Projector; 70"" X 70"" inches white pull-down Projector Screen; 70"" X 70""inches white Tripod Projector Screen; 10 meters length Low Noise High Resolution VGA Cable; 3 meters length Low Noise Resolution VGA Cable; Ceiling Mounting Bracket; Microlab M290 Speaker; Emerson Lieber PSA 1000VA; STAVOL 1000 Watts AVR",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
"HP Probook 4540's, Intel core i3-3110M 2.4 GHz,3MB Smart Cache (L3), Memory 4GB (1 x 4GB), HDD 500GB 5400rpm (SATA), Optical Drive: DVD-/RW+ (SATA), Monitor 15.6"" WXGA (1366 X 768), Pointing Device: Touch Pad with 2 Buttons, Audio: w/ Internal Audio, Built-in Speakers, Flash Media Slots: Built-in 5-in-1 card reader: Operating System: Windows 7 Home Basic (PPSKU) with built-in camera, with laptop bag with sling: with 9 cell-li-on Battery",,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
8 port TP Link L-SF 100D,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
1 meter pre-cut CAT6 UTP Cable Factory crimped ,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
8 meters pre-cut CAT6 UTP Cable Factory crimped ,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
6 meters pre-cut CAT6 UTP Cable Factory crimped ,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
4 meters pre-cut CAT6 UTP Cable Factory crimped ,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Face to Face Lecture and Hands On training,,,0,,,0,0,0.00,In Good Condition,IT EQUIPMENT,Supplied by DepEd,
Amplifier,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Base Drum,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Battery Car charger,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Cabinet,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
cabinet,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Ceiling Fan,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
"Crown Baffles Speaker, 2 way 600 watts",,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
"Display Board, 38"" x 96"" with Cork",,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
DVD Player,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Fire Alarm Bell,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Fire Extinguisher,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Home Pre-Paid WIFI-Modem with Outdoor Antenna,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
JC-Grass Cutter,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Karaoke MP3 Amplifier,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Laminating Machine,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Lyre with Harness,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Megaphone,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Microphone Microphone Stand,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Mono Block Chair,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Mono Block Table,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
"Paper Cutter 10""X12"", Wooden",,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Plastic Box (Plastic Bin),,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Platinum DVD Player,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Printer,,pcs,0,5,1,4,0,0.00,condemned,,purchased through MOOE,
School Dry Seal,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Snare Drum,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Speaker,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
"Speaker with Sound Box, 2 way 700 watts",,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Steel Cabinet with 4 Drawers,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Stove and Tank,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
"Suggestion Box, Aluminum",,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Alcohol Dispenser,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Wood Table,,,0,,,0,0,0.00,In Good Condition,,purchased through MOOE,
Mono Block Chair,,pcs,0,56,51,5,0,0.00,In Good Condition,,donation,
Folding Table-Plastic (Dist.),,,0,,,0,0,0.00,In Good Condition,,donation,
Desktop,,,0,,,0,0,0.00,In Good Condition,,donation,
Steel Cabinet with 4 Drawers,,,0,,,0,0,0.00,In Good Condition,,donation,
Steel Table,,,0,,,0,0,0.00,In Good Condition,,donation,
Projector,,,0,,,0,0,0.00,In Good Condition,,donation,
Plastic Table,,,0,,,0,0,0.00,In Good Condition,,donation,
Laptop,,,0,,,0,0,0.00,In Good Condition,,donation,
LED TV,,,0,,,0,0,0.00,In Good Condition,,donation,
Solar Panel Generator System 1.2 KWH,,,0,,,0,0,0.00,In Good Condition,,donation,
"Digital Copier, Ecosys M264idw",,,0,,,0,0,0.00,In Good Condition,,donation,
Risograph CV1200,,,0,,,0,0,0.00,In Good Condition,,donation,
Building,,,0,,,0,0,0.00,In Good Condition,,donation,
